fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	rmse_validate	rmse_test	ganancia	iteracion_bayesiana
20251208 120641	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.12721060608556	0.325658250359291	983	11	2.00117464889718	4.82526838505587	0.600460643794063	612	56.8838086751809	87.8835936034267	87.8835936034267	57
20251208 120933	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0290087093314054	0.899448431481506	1276	26	0.00133198190670465	2.04777161736817	0.620744949871307	5237	70.752553593739	104.673964436178	104.673964436178	58
20251208 121359	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0168769565561788	0.590256850924137	1367	31	0.829588889946438	0.0973039700304904	0.619404410183501	18881	67.9354231412493	96.9725091803252	96.9725091803252	59
20251208 121507	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0153110107468065	0.336944632073819	62	13	2.30358777970746	2.32516705456202	0.701871723582464	5553	59.9889903091421	87.0643982574454	87.0643982574454	60
20251208 121715	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101539970543866	0.62420579145709	1345	5	1.53851061666189	0.0395212714505279	0.601244893615644	3070	69.3394283143529	96.3098756885579	96.3098756885579	61
20251208 121733	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0690844998202402	0.324660412226286	75	176	4.27676734794693	6.92427216475723	0.617280596209344	4777	111.341005450447	129.458544004945	129.458544004945	62
20251208 121854	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176929557529667	0.538869257473043	410	96	0.308433972704946	9.9160421127666	0.623730106571717	10222	88.3739148813229	112.554384875175	112.554384875175	63
20251208 121917	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.156443969602614	0.690574255979463	329	28	1.78725131798193	1.98357005747657	0.642734536838688	995	71.8048749257719	110.464327855578	110.464327855578	64
20251208 122013	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0507210748864731	0.760942636054111	1482	18	4.61983032573451	4.03858964678207	0.60616100284813	2009	60.6787569170503	91.8149937511116	91.8149937511116	65
20251208 123646	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101522207865427	0.713991281654091	1460	44	4.98828583097808	4.27438018790143	0.717059702317382	52575	89.8430279940969	132.865975812377	132.865975812377	66
20251208 123858	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.11293762499559	0.786136012482668	110	94	3.92512816978715	8.02417993684059	0.999596095540831	8160	87.1080145023852	108.197390778977	108.197390778977	67
20251208 124255	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0103643055026013	0.742957503299024	439	12	2.99374157331308	6.35378795250337	0.600979796836672	8645	58.7164062800985	93.6736998852281	93.6736998852281	68
20251208 124651	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0384567405667408	0.300068262607619	520	98	4.12820902381923	7.87146375869186	0.970688898431108	39293	87.414059297644	104.86106170338	104.86106170338	69
20251208 124731	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0270246283439049	0.300449634894996	909	11	2.51760991316829	0.701176577387854	0.847564366861197	2380	59.0909291947433	71.1941174449736	71.1941174449736	70
20251208 124904	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101310362161709	0.304361847212212	842	14	1.99441056990209	0.282668241124179	0.845041468469258	8000	62.0189970493919	84.3762512764949	84.3762512764949	71
20251208 124933	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0355351006350433	0.300031211233773	1247	11	3.11962188539289	2.1924664941089	0.817645513891109	1949	58.962811543664	76.4543402213628	76.4543402213628	72
20251208 131316	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0107037440140206	0.603540379850604	16	108	4.12155655357613	5.63152126841553	0.96419263668462	99993	96.5542184582286	115.411831561922	115.411831561922	73
20251208 131347	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199378676591818	0.317320880170096	106	92	1.16398972258658	0.279611681399116	0.956235887132666	6094	85.8611433121522	109.173594168641	109.173594168641	74
20251208 131545	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.192717781648481	0.756168333905055	1492	105	0.00519358142255532	9.45727844621068	0.999631465246254	8706	98.6469810751273	111.181510603161	111.181510603161	75
20251208 131624	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199629897010978	0.449094645426986	1416	144	0.164160196095334	9.87837175863056	0.97474642060042	5903	96.8236139672852	121.673242093196	121.673242093196	76
20251208 131739	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.120866815205363	0.898455899234924	401	104	4.0452994364756	0.0671494391092268	0.625354152873366	5445	89.0446088285135	105.290130365871	105.290130365871	77
20251208 131751	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.150800426954426	0.300098969830896	1262	8	4.75772343422761	9.91934622162267	0.927886298440248	390	67.8588768746004	93.2703935303036	93.2703935303036	78
20251208 132112	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0573366239372118	0.881259328224799	1499	110	4.95823980759809	1.66450765440092	0.999315774979782	14268	94.5249563325889	113.32338521872	113.32338521872	79
20251208 132250	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0467281913728967	0.685011796388851	1101	9	0.00409521930963646	0.540221369113034	0.918840559611915	1637	62.3177618875589	86.1277524361461	86.1277524361461	80
20251208 133107	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0296337955764891	0.300201257779299	964	95	0.13823137637686	3.03043381897239	0.602478437492958	62722	85.7790932605522	104.84692110999	104.84692110999	81
20251208 133151	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0774878034435879	0.300152658740621	459	25	4.89438484100136	9.86512758126279	0.600540086296721	2192	67.0109771870411	93.1856308839401	93.1856308839401	82
20251208 133312	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.178285160042762	0.773068531290821	1376	143	0.111238484043744	0.00686863267817449	0.688785006482569	8420	96.2169344199617	115.62961313641	115.62961313641	83
20251208 133432	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199413136151267	0.842449700717657	107	110	0.741388057631915	0.122537453904406	0.99529166223413	6417	104.311774062717	123.378623082127	123.378623082127	84
20251208 133449	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.173147427842018	0.645126142858447	919	9	2.43660716038008	6.5138185252823	0.999490398652324	352	58.4296640712519	85.8480054836881	85.8480054836881	85
20251208 133716	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0487201845434795	0.358880749551353	11	91	4.96111477950997	4.99921511469857	0.604051911220599	25870	88.4582573707983	109.463996741611	109.463996741611	86
20251208 133825	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0280949025489858	0.726958919887109	971	5	3.45807271108093	9.0525052433515	0.999986496262615	1727	66.0410620923047	99.0173690219368	99.0173690219368	87
20251208 133859	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199935417869049	0.59678738886537	26	158	4.50279696044279	0.176743304389331	0.646617963046614	4558	101.932279960909	127.28409192042	127.28409192042	88
20251208 134043	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.194529084697906	0.899818914789398	1015	96	4.95503237465414	9.99163154126936	0.747222388269927	8162	91.8268595323758	110.366267074199	110.366267074199	89
20251208 134130	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.141766744615446	0.655464012981485	1497	12	0.0205168773606475	8.87162409231036	0.999814182888904	888	62.7320405687996	98.0411284255935	98.0411284255935	90
20251208 134150	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.189098919826658	0.301567157158059	754	183	0.00609712516822872	1.17737927169224	0.623320354595004	5331	116.633495289911	127.113864627235	127.113864627235	91
20251208 134223	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.15481147974118	0.301340486685278	22	78	0.134866069827395	9.52918127340235	0.99305218031624	6731	88.7098432906163	116.265176082624	116.265176082624	92
20251208 134231	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199912844874826	0.524383484121495	506	5	2.1798010950372	1.60751660437812	0.891728831857702	103	55.2631953301326	100.664137080325	100.664137080325	93
20251208 134355	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.038536186145274	0.637147590996704	1043	11	0.853995698022159	7.34302581534005	0.620986312227066	2707	60.8258575573727	90.4147069751683	90.4147069751683	94
20251208 134645	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.198868782336679	0.773583241491789	1492	131	4.64511279572621	3.34971873694887	0.999190359357659	16523	86.5081481584029	113.811647524551	113.811647524551	95
20251208 134824	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0215470715878031	0.831660771386606	1170	11	2.51624297837745	0.0689151616376731	0.78371439713441	2789	64.1917217661219	75.6439224406286	75.6439224406286	96
20251208 135018	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.020407942710915	0.760262206553532	1020	16	2.35213799028078	0.0152881103631998	0.655529366630838	4269	62.0428473077106	93.8180316390377	93.8180316390377	97
20251208 135122	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0326974357260896	0.893994409533596	1200	7	1.56797811005968	0.697131471278484	0.913245613619848	1414	65.9091809386508	96.7149351516973	96.7149351516973	98
20251208 135354	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.014320383647974	0.709755612201062	1424	11	3.21691813666076	2.4284818194387	0.963847061756709	4852	59.2341672832571	87.2938148380256	87.2938148380256	99
20251208 135419	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.150936854936164	0.850604613324054	1373	10	4.8872972851125	7.54033232559864	0.712092098131104	472	65.1910473348098	109.073152094308	109.073152094308	100
20251208 135433	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.18383992203999	0.58543943190361	61	10	2.6944407537831	9.72470945740795	0.759457345899398	456	62.7960403152434	103.70808638233	103.70808638233	101
