fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	rmse_validate	rmse_test	ganancia	iteracion_bayesiana
20251209 182441	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.148146375264678	0.788808787623636	747	42	0.968418503279771	9.96804928780634	0.994789689292319	881	68.7929120172223	103.491774419793	103.491774419793	72
20251209 182627	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195590209799983	0.702421974670901	349	91	2.94821140673965	4.06658737648901	0.960036644857669	7572	74.1350505824763	108.905206641738	108.905206641738	73
20251209 182644	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.197262823974899	0.339350020364124	1197	29	2.64743716993868	7.19101651705847	0.724937872087971	1480	58.4194497137873	97.8772909296645	97.8772909296645	74
20251209 182703	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.183934748417185	0.603493564430586	704	15	0.587662855221604	6.32464502767924	0.713852772085002	300	77.1751051796111	98.6718076942009	98.6718076942009	75
20251209 182757	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0425851891918727	0.525809698707508	405	25	2.05245927235934	9.97237687151529	0.683284226961186	2816	62.4876083005617	101.766496132246	101.766496132246	76
20251209 183016	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.039336915644897	0.485967381178019	429	57	2.39598169726465	6.0553465094843	0.973655774774742	14397	74.38746166819	100.550481844652	100.550481844652	77
20251209 183108	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.188396575376427	0.681953123665559	1499	48	2.86876946997302	4.67470782954167	0.848856253608019	2454	64.1885799590691	101.193586448731	101.193586448731	78
20251209 183923	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0104116593543886	0.738018029542309	12	207	4.9691269142169	2.88965198201762	0.606879707983414	49882	112.847101988657	133.768714464362	133.768714464362	79
20251209 184022	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.198954395591877	0.600081445453681	790	50	0.0871997382943027	5.22702492754244	0.823558474812429	3222	72.5353624654065	101.673476406621	101.673476406621	80
20251209 184041	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.185740674519173	0.762126329977653	202	24	3.34877003593422	9.23893561748551	0.770537551566196	503	56.3295891883912	105.239842539719	105.239842539719	81
