fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	ganancia	iteracion_bayesiana
20251130 212825	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.119522282329105	0.362005779790759	325	8	3.21357513873539	3.99570562319631	0.888863197624284	179	58.8280948018333	1
20251130 213002	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0862685140461794	0.455076599570124	448	191	2.86457601826571	3.86563124118506	0.64143124243045	15674	94.7359650161045	2
20251130 213101	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.148441460961143	0.568948191958147	1418	102	4.52048065323782	6.19469018012751	0.755135719301844	4319	65.3064820206942	3
20251130 213120	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.134375564789849	0.586204172359846	875	173	1.77711723010621	5.86251101423321	0.813535175788482	1586	103.723104512917	4
20251130 213332	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0806964550888266	0.624750219691279	504	136	3.37903506392779	5.59490385764678	0.777967579536406	9615	86.0226850210921	5
20251130 213428	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.155416065019256	0.709098904491735	152	215	4.40483955067715	3.17913620882401	0.663964087595897	5045	114.864060951309	6
20251130 213940	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.100786378241277	0.422530157596339	1266	115	1.81493379965624	0.990076638824706	0.836382783353994	34344	76.3271194121761	7
20251130 214821	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.113266454701495	0.842896876938175	665	120	2.32404920251741	8.77573254185596	0.76452817355083	31024	83.1279049285008	8
20251130 220213	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0346367382071081	0.607318801146799	813	93	0.288935632270295	1.4253498780142	0.866972312291286	43670	78.0921424483665	9
20251130 221633	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0592710187914781	0.396302700598192	733	156	2.06562128529185	5.17020890281336	0.619099985415648	99999	90.0829052425201	10
20251130 221839	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.068013344969035	0.517046665578216	923	185	4.21887972762176	2.51131862609847	0.81703252193651	14296	96.210181546127	11
20251130 223405	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0169781741167286	0.737467135028315	254	54	0.499364905616468	8.26039167403776	0.873858862499973	45342	77.5073709418315	12
20251130 223409	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.143984689769235	0.813622849738957	790	229	2.68094655716725	1.97474938127146	0.955430757267667	1	274.470777350186	13
20251130 223447	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.162177420776653	0.764325957281315	1381	37	0.765503580540618	7.25862991721702	0.728898105051901	964	67.5824341686144	14
20251130 223503	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176381038006761	0.476623125685312	435	16	3.87997291075798	4.82042191367197	0.604549683390983	589	82.2878606102565	15
20251130 223526	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.181143801539272	0.319478966664922	591	167	3.58207309053146	0.566721109041412	0.931415427978417	4854	96.3967061585249	16
20251130 223647	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0510257185202291	0.82175896071962	1094	23	2.62924935606342	4.61005348022029	0.904133551171981	2140	71.9464197600054	17
20251130 223907	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.043532772237252	0.88751584779072	1309	203	0.589143312245142	9.10041643032205	0.792243533478385	11020	104.926051227785	18
20251130 224239	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0717078474244668	0.663423728838097	1187	143	4.87461141181744	8.15290137318828	0.644475520688242	15837	83.0462691893766	19
20251130 224326	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.186926692503787	0.778406972037296	977	59	1.60094655917159	1.54736233392863	0.965462867716061	1636	87.66070201131	20
20251130 224327	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0470731750099055	0.699498281115666	79	250	1.22711277109504	7.50824113750631	0.971528095296318	1	274.470777350186	21
20251130 224342	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.106647074545451	0.324687760642597	62	42	0.89571789123251	6.89768546077955	0.848926344264432	1176	69.2070369398655	22
20251130 224409	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.168777852541534	0.384632697317284	1455	79	3.93765177049707	3.48704546507049	0.691576430577386	2768	68.8053461563233	23
20251130 225534	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.126473952765477	0.862169972052133	343	146	4.68222209709763	6.77548989728426	0.918741769992214	55141	89.0496484061729	24
20251130 225537	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0964473610116069	0.679432742540458	646	241	0.100688467708616	2.42016222560778	0.677897573242496	1	274.470777350186	25
20251130 232119	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0124130745368477	0.540416713000741	1141	92	1.34913083382084	9.58030102491778	0.995230862568133	99988	77.625189288533	26
20251130 232203	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.196623732854163	0.448260361970668	1026	218	2.159073910651	9.79911338945385	0.707339297278252	1	274.470777350186	27
20251130 232533	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0255829474166135	0.507296367809509	204	73	3.41110014364988	0.324106289689163	0.727802578689131	18192	63.479080226904	28
20251130 232725	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.113126885732853	0.886879039216848	14	182	4.95954962954981	0.737722567620366	0.615018026293066	10124	98.4849979042309	29
20251130 232748	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0624568030893654	0.30080866483955	757	8	0.30680900551359	4.39289085063444	0.847159063723742	457	67.2763565879408	30
20251130 232855	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0425499712066602	0.308368919909248	1067	45	4.9190665727204	7.03236325450954	0.804084575541218	7614	63.2487608765369	31
20251130 233016	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.102159298067762	0.30770402575393	400	84	4.93895464535585	7.14461238930398	0.817478072068339	14197	70.3431718925669	32
20251130 233152	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0239456092353505	0.301874097347694	242	30	3.45465538871392	0.0626296820788272	0.875877366413666	10854	77.5276704013003	33
20251130 233215	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.137702176402346	0.306204509708376	1374	10	3.28798178266833	9.99773994794939	0.955370634424113	1003	50.1386324620772	34
20251130 233233	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.163231550223713	0.317169797191791	652	18	2.62236163521081	9.95212936292883	0.996851002693152	1204	70.8822243640975	35
20251130 233248	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0888203332989858	0.331156710502917	1496	5	4.87044271968099	2.51753829575394	0.849737891761458	224	75.1846884303312	36
20251130 233316	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.137223176758199	0.840237244075594	1463	5	1.82747912086292	9.99569698570896	0.93712985204558	201	66.5650295991447	37
20251130 233418	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0539018137641659	0.417537349990995	1497	36	2.3608936205496	9.76507920636399	0.929712422430962	4265	57.0324863751156	38
20251130 233730	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0456743489550701	0.667495110533604	1472	67	3.67733699724423	9.95414768824197	0.656333888100598	8050	70.3755566242562	39
20251130 233828	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0217208455211678	0.425647056860555	136	5	3.87226641371757	8.99505721677447	0.843617636327028	1573	57.0452588489752	40
20251130 233853	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0584207769048839	0.371299482771172	1296	10	2.89127984174537	9.99812554790718	0.778100531527275	653	57.9344270916539	41
20251130 233927	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0408482897074301	0.396468010703331	1127	5	3.79711045890309	9.71892288457081	0.999808916399798	724	56.2901444271905	42
20251130 233953	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.139229469958063	0.557290395897907	1441	33	4.67242981251214	9.98130795368313	0.898384502810648	925	60.9377515707249	43
20251130 235814	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100755578796146	0.328732121243597	1109	97	4.78131548709175	1.76176977087673	0.602979449548852	99999	65.5525097970988	44
20251201 001101	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0165069332364537	0.824558105107369	1389	86	4.9824509467952	1.70251377302685	0.880689618586098	34555	72.8633471809294	45
20251201 001508	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.159952147178292	0.656362825629309	12	95	4.95512938195977	0.322920276270377	0.601642548506538	14536	74.5960276166776	46
20251201 002901	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0128332264035144	0.894830110884145	1499	164	1.11113109915246	5.53790765495012	0.790975295151028	56539	92.3628833227278	47
20251201 002947	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.111809414022834	0.614754499080462	10	5	0.808753938113478	8.06257137546539	0.864127400833368	192	59.6381004066006	48
20251201 003620	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0138256895569948	0.814375375063476	197	202	4.96570784959786	2.39587401706071	0.676812709827985	34126	104.129528665533	49
20251201 003714	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.116503591223984	0.302780582613715	1460	50	0.272308019451572	9.93259565904462	0.768518862849227	5737	82.4324301614384	50
20251201 003838	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0293185737773416	0.372070137370661	1498	13	2.69668318374638	8.31921888952301	0.977273671457371	5291	60.4181022385734	51
20251201 004036	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0625736337155458	0.863213292022079	10	45	4.93648705783115	4.47409408318972	0.698790558471207	5165	69.8014853685367	52
20251201 004318	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0764488493759036	0.834473892609226	858	82	4.11183478348713	5.39693341726877	0.600160933521676	7903	70.2528773064872	53
20251201 004334	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.131504148074566	0.306181063917365	1237	5	2.17998853605932	8.5351391691805	0.937990540059794	203	50.8912150514146	54
20251201 004351	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.164136534770514	0.434404378628182	1246	5	3.41935546640743	9.14427724644083	0.904811042837299	161	41.8126845603804	55
20251201 004406	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199956302796643	0.573502737452821	998	5	4.55317164016578	7.81042002742197	0.913439072764873	87	60.3502725604752	56
20251201 004421	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195280752302437	0.428066147274207	1485	5	2.27959535369401	9.97132144299195	0.891824378228853	136	72.2289816420843	57
20251201 004443	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.133483434431772	0.485009251144469	981	5	3.76036856889998	9.10776863093205	0.864229077394207	464	45.6805289883946	58
20251201 004505	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.120867529911575	0.451762032538355	1272	42	3.36775725601772	6.30908291794222	0.938637563670293	802	72.3750707773431	59
20251201 004906	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0103182526669764	0.388527894900417	138	35	1.55490591074204	8.81191328154677	0.609499035697825	21696	54.8553697562261	60
20251201 005017	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0311068589590788	0.338690795241068	10	60	4.19655938116617	8.4444880773476	0.600324472134567	8289	82.9241072039271	61
20251201 005921	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.010042033301305	0.611249603145859	1292	35	1.55471981749522	7.91174201625578	0.615785754146724	19583	60.6884874291368	62
20251201 005952	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.119282387772828	0.891207249997242	258	5	3.21061401763742	9.70019090626103	0.764045036155285	237	65.3273062684202	63
20251201 010314	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0165977103577732	0.454110488890535	249	26	0.00609203253713308	9.94667455881392	0.779707792654092	9644	61.558667120816	64
20251201 010409	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.07712551934791	0.836924008026556	28	36	0.137339423784865	3.13939245686535	0.600886019382589	1387	66.9675511127116	65
20251201 010446	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.181404488204976	0.300207568641555	199	84	0.0697989105965146	0.0600895760755606	0.713331082681188	5564	70.0186508699486	66
20251201 012348	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0102521924110673	0.301625493689649	1297	75	1.08479380403252	2.29937964959816	0.675490290536517	99999	65.5306036471349	67
20251201 012524	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0215986556586055	0.335160011252982	11	5	0.892438900252729	5.71544770409104	0.603391724763748	1770	58.5354004817998	68
20251201 012644	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.18563332139444	0.849575694755566	15	77	1.76068078569264	7.01187510435909	0.749578121897217	4295	66.4701337552685	69
20251201 013120	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.184998994242101	0.899519547485353	1486	90	0.0791862261100823	1.78457145456475	0.669906099316631	13918	83.2129498800726	70
20251201 013303	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199842492420596	0.404784818141914	84	110	3.49565798268258	5.78424594132605	0.849506801269222	13525	75.2655594087858	71
20251201 013317	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.154550287303815	0.316963622036779	1177	5	4.23187492679221	9.63061664982665	0.821349968225068	228	50.399053821606	72
20251201 013353	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0525041067427721	0.526602789481848	10	19	2.54623750980459	7.04049352106328	0.721897285873491	1326	78.0388813646016	73
20251201 013425	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195931311842613	0.897368355287176	368	70	4.91262327697623	0.322539944880299	0.694054152483473	1131	74.6484547248961	74
20251201 014010	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0398394075825103	0.300757926143107	29	101	0.0206951741668199	7.37900076665478	0.642632484613696	49563	60.7242050478568	75
20251201 014337	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.174336808794115	0.40665227651394	485	99	0.00751506502420185	9.09698715437669	0.609963765278442	24929	67.207149226963	76
20251201 014619	3696	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0526142531351178	0.314242111722245	248	94	2.0059523237234	3.20353031806963	0.609570013963846	26541	73.1448009881512	77
